,Student name,Image_ID,Dissected?,Replicate,Pop,Assay,Parent_Gen,Incubator_Temp,WB_Temp,Sex,Femur_Length,Wing_Length,Body_Area,Comments,No_wing,No_femur
,Trisha,IMG05813,Y,5,6,CG,10,27,29,F,11.542,49.394,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01936,N,1,6,CG,10,27,31,F,NA,NA,822.574,,,
,Trisha,IMG01937,Y,1,6,CG,10,27,31,F,11.237,44.495,NA,,,
,Trisha,IMG01938,N,2,6,CG,10,27,31,F,NA,NA,893.65,,,
,Trisha,IMG01939,Y,2,6,CG,10,27,31,F,12.731,50.556,NA,,,
,Trisha,IMG01940,N,3,6,CG,10,27,31,F,NA,NA,873.611,,,
,Trisha,IMG01941,Y,3,6,CG,10,27,31,F,12.034,51.448,NA,,,
,Trisha,IMG05842,N,4,6,CG,10,27,31,F,NA,NA,816.858,,,
,Trisha,IMG05843,Y,4,6,CG,10,27,31,F,11.448,46.09,NA,,,
,Trisha,IMG05844,N,5,6,CG,10,27,31,F,NA,NA,766.973,,,
,Trisha,IMG05845,Y,5,6,CG,10,27,31,F,11.423,45.638,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01726,N,1,7,CG,10,Flux,23,F,NA,NA,1006.956,,,
,Trisha,IMG01727,Y,1,7,CG,10,Flux,23,F,12.542,55.918,NA,,,
,Trisha,IMG01728,N,2,7,CG,10,Flux,23,F,NA,NA,852.967,,,
,Trisha,IMG01729,Y,2,7,CG,10,Flux,23,F,11.619,54.591,NA,,,
,Trisha,IMG01730,N,3,7,CG,10,Flux,23,F,NA,NA,799.651,,,
,Trisha,IMG01731,Y,3,7,CG,10,Flux,23,F,13.504,55.445,NA,,,
,Trisha,IMG05706,N,4,7,CG,10,Flux,23,F,NA,NA,969.478,,,
,Trisha,IMG05707,Y,4,7,CG,10,Flux,23,F,12.297,55.778,NA,,,
,Trisha,IMG05708,N,5,7,CG,10,Flux,23,F,NA,NA,944.959,,,
,Trisha,IMG05709,Y,5,7,CG,10,Flux,23,F,12.753,55.583,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01780,N,1,7,CG,10,Flux,25,F,NA,NA,825.898,,,
,Trisha,IMG01781,Y,1,7,CG,10,Flux,25,F,12.395,54.097,NA,,,
,Trisha,IMG01782,N,2,7,CG,10,Flux,25,F,NA,NA,919.574,,,
,Trisha,IMG01783,Y,2,7,CG,10,Flux,25,F,13.046,54.042,NA,,,
,Trisha,IMG01784,N,3,7,CG,10,Flux,25,F,NA,NA,852.02,,,
,Trisha,IMG01785,Y,3,7,CG,10,Flux,25,F,12.78,53.27,NA,,,
,Trisha,IMG05742,N,4,7,CG,10,Flux,25,F,NA,NA,826.138,,,
,Trisha,IMG05743,Y,4,7,CG,10,Flux,25,F,12.754,52.431,NA,,,
,Trisha,IMG05744,N,5,7,CG,10,Flux,25,F,NA,NA,991.617,,,
,Trisha,IMG05745,Y,5,7,CG,10,Flux,25,F,12.065,52.856,NA,,,
,,,,,,,,,,,,,,,,
, Trisha (10/10),IMG01834,N,1,7,CG,10,Flux,27,F,NA,NA,788.332,,,
,Trisha,IMG01835,Y,1,7,CG,10,Flux,27,F,11.671,50.874,NA,,,
,Trisha,IMG01836,N,2,7,CG,10,Flux,27,F,NA,NA,751.534,,,
,Trisha,IMG01837,Y,2,7,CG,10,Flux,27,F,13.679,52.643,NA,,,
,Trisha,IMG01838,N,3,7,CG,10,Flux,27,F,NA,NA,742.346,,,
,Trisha,IMG01839,Y,3,7,CG,10,Flux,27,F,11.49,50.993,NA,,,
,Trisha,IMG05778,N,4,7,CG,10,Flux,27,F,NA,NA,1036.175,,,
,Trisha,IMG05779,Y,4,7,CG,10,Flux,27,F,12.616,51.119,NA,,,
,Trisha,IMG05780,N,5,7,CG,10,Flux,27,F,NA,NA,867.963,,,
,Trisha,IMG05781,Y,5,7,CG,10,Flux,27,F,11.537,51.409,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01888,N,1,7,CG,10,Flux,29,F,NA,NA,880.228,,,
,Trisha,IMG01889,Y,1,7,CG,10,Flux,29,F,9.428,49.341,NA,,,
,Trisha,IMG01890,N,2,7,CG,10,Flux,29,F,NA,NA,872.103,,,
,Trisha,IMG01891,Y,2,7,CG,10,Flux,29,F,12.063,49.838,NA,,,
,Trisha,IMG01892,N,3,7,CG,10,Flux,29,F,NA,NA,914.054,,,
,Trisha,IMG01893,Y,3,7,CG,10,Flux,29,F,12.75,48.746,NA,,,
,,,N,4,7,CG,10,Flux,29,F,,,,,,
,,,Y,4,7,CG,10,Flux,29,F,,,,,,
,,,N,5,7,CG,10,Flux,29,F,,,,,,
,,,Y,5,7,CG,10,Flux,29,F,,,,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01942,N,1,7,CG,10,Flux,31,F,NA,NA,854.078,,,
,Trisha,IMG01943,Y,1,7,CG,10,Flux,31,F,11.391,47.627,NA,,,
,Trisha,IMG01944,N,2,7,CG,10,Flux,31,F,NA,NA,862.55,,,
,Trisha,IMG01945,Y,2,7,CG,10,Flux,31,F,11.988,47.943,NA,,,
,Trisha,IMG01946,N,3,7,CG,10,Flux,31,F,NA,NA,799.315,,,
,Trisha,IMG01947,Y,3,7,CG,10,Flux,31,F,11.404,49.665,NA,,,
,Trisha,IMG05846,N,4,7,CG,10,Flux,31,F,NA,NA,899.524,,,
,Trisha,IMG05847,Y,4,7,CG,10,Flux,31,F,10.736,47.199,NA,,,
,Trisha,IMG05848,N,5,7,CG,10,Flux,31,F,NA,NA,922.762,,,
,Trisha,IMG05849,Y,5,7,CG,10,Flux,31,F,11.829,44.874,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01732,N,1,8,CG,10,Flux,23,F,NA,NA,920.442,,,
,Trisha,IMG01733,Y,1,8,CG,10,Flux,23,F,12.428,55.557,NA,,,
,Trisha,IMG01734,N,2,8,CG,10,Flux,23,F,NA,NA,953.889,,,
,Trisha,IMG01735,Y,2,8,CG,10,Flux,23,F,13.097,55.816,NA,,,
,Trisha,IMG01736,N,3,8,CG,10,Flux,23,F,NA,NA,850.139,,,
,Trisha,IMG01737,Y,3,8,CG,10,Flux,23,F,12.644,54.442,NA,,,
,Trisha,IMG05710,N,4,8,CG,10,Flux,23,F,NA,NA,1026.908,,,
,Trisha,IMG05711,Y,4,8,CG,10,Flux,23,F,13.606,52.704,NA,,,
,Trisha,IMG05712,N,5,8,CG,10,Flux,23,F,NA,NA,898.603,,,
,Trisha,IMG05713,Y,5,8,CG,10,Flux,23,F,12.63,54.317,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01786,N,1,8,CG,10,Flux,25,F,NA,NA,947.794,,,
,Trisha,IMG01787,Y,1,8,CG,10,Flux,25,F,13.509,52.951,NA,,,
,Trisha end body correction 11/3,IMG01788,N,2,8,CG,10,Flux,25,F,NA,NA,860.861,,,
,Trisha,IMG01789,Y,2,8,CG,10,Flux,25,F,11.273,53.82,NA,,,
,Trisha body correction start 11/3,IMG01790,N,3,8,CG,10,Flux,25,F,NA,NA,837.985,,,
,Trisha,IMG01791,Y,3,8,CG,10,Flux,25,F,13.714,55.379,NA,,,
,Trisha,IMG05746,N,4,8,CG,10,Flux,25,F,NA,NA,878.262,,,
,Trisha,IMG05747,Y,4,8,CG,10,Flux,25,F,12.233,53.313,NA,,,
,Trisha,IMG05748,N,5,8,CG,10,Flux,25,F,NA,NA,841.383,,,
,Trisha,IMG05749,Y,5,8,CG,10,Flux,25,F,12.614,50.837,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01840,N,1,8,CG,10,Flux,27,F,NA,NA,881.241,,,
,Trisha,IMG01841,Y,1,8,CG,10,Flux,27,F,12.623,53.039,NA,,,
,Trisha,IMG01842,N,2,8,CG,10,Flux,27,F,NA,NA,940.429,,,
,Trisha,IMG01843,Y,2,8,CG,10,Flux,27,F,12.356,50.913,NA,,,
,Trisha,IMG01844,N,3,8,CG,10,Flux,27,F,NA,NA,839.063,,,
,Trisha,IMG01845,Y,3,8,CG,10,Flux,27,F,12.518,52.713,NA,,,
,Trisha,IMG05782,N,4,8,CG,10,Flux,27,F,NA,NA,839.778,,,
,Trisha,IMG05783,Y,4,8,CG,10,Flux,27,F,11.921,51.095,NA,,,
,Trisha,IMG05784,N,5,8,CG,10,Flux,27,F,NA,NA,867.873,,,
,Trisha,IMG05785,Y,5,8,CG,10,Flux,27,F,12.313,52.998,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01894,N,1,8,CG,10,Flux,29,F,NA,NA,929.931,,,
,Trisha,IMG01895,Y,1,8,CG,10,Flux,29,F,13.647,50.607,NA,,,
,Trisha,IMG01896,N,2,8,CG,10,Flux,29,F,NA,NA,1070.099,,,
,Trisha,IMG01897,Y,2,8,CG,10,Flux,29,F,12.099,48.772,NA,,,
,Trisha,IMG01898,N,3,8,CG,10,Flux,29,F,NA,NA,867.597,,,
,Trisha,IMG01899,Y,3,8,CG,10,Flux,29,F,11.184,48.672,NA,,,
,Trisha,IMG05814,N,4,8,CG,10,Flux,29,F,NA,NA,982.227,,,
,Trisha,IMG05815,Y,4,8,CG,10,Flux,29,F,12.894,51.008,NA,,,
,Trisha,IMG05816,N,5,8,CG,10,Flux,29,F,NA,NA,835.467,,,
,Trisha,IMG05817,Y,5,8,CG,10,Flux,29,F,11.586,46.826,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01948,N,1,8,CG,10,Flux,31,F,NA,NA,804.733,,,
,Trisha (femur end correctoin 10/17),IMG01949,Y,1,8,CG,10,Flux,31,F,11.434,49.005,NA,,,
,Trisha,IMG01950,N,2,8,CG,10,Flux,31,F,NA,NA,728.732,,,
,Trisha (femur and wing start 10/20),IMG01951,Y,2,8,CG,10,Flux,31,F,11.724,47.814,NA,,,
,Trisha,IMG01952,N,3,8,CG,10,Flux,31,F,NA,NA,796.512,,,
,Trisha,IMG01953,Y,3,8,CG,10,Flux,31,F,10.823,48.544,NA,,,
,Trisha,IMG05850,N,4,8,CG,10,Flux,31,F,NA,NA,812.747,,,
,Trisha,IMG05851,Y,4,8,CG,10,Flux,31,F,10.569,42.341,NA,,,
,Trisha,IMG05852,N,5,8,CG,10,Flux,31,F,NA,NA,702.601,,,
,Trisha,IMG05853,Y,5,8,CG,10,Flux,31,F,12.178,45.609,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01738,N,1,9,CG,10,Flux,23,F,NA,NA,892.263,,,
,Trisha,IMG01739,Y,1,9,CG,10,Flux,23,F,12.136,46.586,NA,,,
,Trisha,IMG01740,N,2,9,CG,10,Flux,23,F,NA,NA,937.053,,,
,Trisha,IMG01741,Y,2,9,CG,10,Flux,23,F,12.477,54.166,NA,,,
,Trisha,IMG01742,N,3,9,CG,10,Flux,23,F,NA,NA,824.413,,,
,Trisha,IMG01743,Y,3,9,CG,10,Flux,23,F,11.949,53.276,NA,,,
,Trisha,IMG05714,N,4,9,CG,10,Flux,23,F,NA,NA,877.195,,,
,Trisha,IMG05715,Y,4,9,CG,10,Flux,23,F,11.09,52.273,NA,,,
,Trisha,IMG05716,N,5,9,CG,10,Flux,23,F,NA,NA,953.146,,,
,Trisha,IMG05717,Y,5,9,CG,10,Flux,23,F,12.623,52.104,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01792,N,1,9,CG,10,Flux,25,F,NA,NA,897.185,,,
,Trisha,IMG01793,Y,1,9,CG,10,Flux,25,F,12.737,54.771,NA,,,
,Trisha,IMG01794,N,2,9,CG,10,Flux,25,F,NA,NA,907.385,,,
,Trisha,IMG01795,Y,2,9,CG,10,Flux,25,F,12.155,51.325,NA,,,
,Trisha,IMG01796,N,3,9,CG,10,Flux,25,F,NA,NA,926.926,,,
,Trisha,IMG01797,Y,3,9,CG,10,Flux,25,F,12.934,52.789,NA,,,
,Trisha,IMG05750,N,4,9,CG,10,Flux,25,F,NA,NA,931.181,,,
,Trisha,IMG05751,Y,4,9,CG,10,Flux,25,F,12.032,52.186,NA,,,
,Trisha,IMG05752,N,5,9,CG,10,Flux,25,F,NA,NA,912.259,,,
,Trisha,IMG05753,Y,5,9,CG,10,Flux,25,F,13.13,52.639,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01846,N,1,9,CG,10,Flux,27,F,NA,NA,839.125,,,
,Trisha,IMG01847,Y,1,9,CG,10,Flux,27,F,12.527,57.701,NA,,,
,Trisha,IMG01848,N,2,9,CG,10,Flux,27,F,NA,NA,837.739,,,
,Trisha,IMG01849,Y,2,9,CG,10,Flux,27,F,12.302,49.913,NA,,,
,Trisha,IMG01850,N,3,9,CG,10,Flux,27,F,NA,NA,978.073,,,
,Trisha,IMG01851,Y,3,9,CG,10,Flux,27,F,11.632,51.702,NA,,,
,Trisha,IMG05786,N,4,9,CG,10,Flux,27,F,NA,NA,867.318,,,
,Trisha,IMG05787,Y,4,9,CG,10,Flux,27,F,11.415,53.12,NA,,,
,Trisha,IMG05788,N,5,9,CG,10,Flux,27,F,NA,NA,830.507,,,
,Trisha,IMG05789,Y,5,9,CG,10,Flux,27,F,12.515,51.043,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01900,N,1,9,CG,10,Flux,29,F,NA,NA,823.326,,,
,Trisha,IMG01901,Y,1,9,CG,10,Flux,29,F,11.941,49.889,NA,,,
,Trisha,IMG01902,N,2,9,CG,10,Flux,29,F,NA,NA,887.524,,,
,Trisha,IMG01903,Y,2,9,CG,10,Flux,29,F,11.97,48.366,NA,,,
,Trisha,IMG01904,N,3,9,CG,10,Flux,29,F,NA,NA,844.507,,,
,Trisha,IMG01905,Y,3,9,CG,10,Flux,29,F,12.125,47.957,NA,,,
,Trisha,IMG05818,N,4,9,CG,10,Flux,29,F,NA,NA,904.36,,,
,Trisha,IMG05819,Y,4,9,CG,10,Flux,29,F,12.085,48.358,NA,,,
,Trisha,IMG05820,N,5,9,CG,10,Flux,29,F,NA,NA,937.146,,,
,Trisha,IMG05821,Y,5,9,CG,10,Flux,29,F,11.616,49.877,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG01954,N,1,9,CG,10,Flux,31,F,NA,NA,737.981,,,
,Trisha,IMG01955,Y,1,9,CG,10,Flux,31,F,11.965,45.317,NA,,,
,Trisha,IMG01956,N,2,9,CG,10,Flux,31,F,NA,NA,832.083,,,
,Trisha,IMG01957,Y,2,9,CG,10,Flux,31,F,11.699,50.415,NA,,,
,Trisha,IMG01958,N,3,9,CG,10,Flux,31,F,NA,NA,685.967,,,
,Trisha,IMG01959,Y,3,9,CG,10,Flux,31,F,10.999,48.704,NA,,,
,Trisha,IMG05854,N,4,9,CG,10,Flux,31,F,NA,NA,895.593,,,
,Trisha,IMG05855,Y,4,9,CG,10,Flux,31,F,11.501,47.885,NA,,,
,Trisha,IMG05856,N,5,9,CG,10,Flux,31,F,NA,NA,949.881,,,
,Trisha,IMG05857,Y,5,9,CG,10,Flux,31,F,12.291,48.761,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02230,N,1,1,PA,4,Random,23,F,NA,NA,990.547,,,
,Trisha,IMG02231,Y,1,1,PA,4,Random,23,F,13.689,55.565,NA,,,
,Trisha,IMG02232,N,2,1,PA,4,Random,23,F,NA,NA,857.785,,,
,Trisha,IMG02233,Y,2,1,PA,4,Random,23,F,12.547,54.664,NA,,,
,Trisha,IMG02234,N,3,1,PA,4,Random,23,F,NA,NA,962.187,,,
,Trisha,IMG02235,Y,3,1,PA,4,Random,23,F,12.754,52.614,NA,,,
,Trisha,IMG06038,N,4,1,PA,4,Random,23,F,NA,NA,1078.692,,,
,Trisha,IMG06039,Y,4,1,PA,4,Random,23,F,12.739,58.052,NA,,,
,Trisha,IMG06040,N,5,1,PA,4,Random,23,F,NA,NA,1086.444,,,
,Trisha,IMG06041,Y,5,1,PA,4,Random,23,F,13.433,57.618,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02284,N,1,1,PA,4,Random,25,F,NA,NA,1010.942,,,
,Trisha,IMG02285,Y,1,1,PA,4,Random,25,F,12.496,57.587,NA,,,
,Trisha,IMG02286,N,2,1,PA,4,Random,25,F,NA,NA,988.462,,,
,Trisha,IMG02287,Y,2,1,PA,4,Random,25,F,11.694,54.856,NA,,,
,Trisha,IMG02288,N,3,1,PA,4,Random,25,F,NA,NA,953.318,,,
,Trisha,IMG02289,Y,3,1,PA,4,Random,25,F,12.177,54.206,NA,,,
,Trisha,IMG06074,N,4,1,PA,4,Random,25,F,NA,NA,968.449,,,
,Trisha,IMG06075,Y,4,1,PA,4,Random,25,F,12.366,53.877,NA,,,
,Trisha,IMG06076,N,5,1,PA,4,Random,25,F,NA,NA,1128.153,,,
,Trisha,IMG06077,Y,5,1,PA,4,Random,25,F,12.425,52.84,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02338,N,1,1,PA,4,Random,27,F,NA,NA,943.268,,,
,Trisha,IMG02339,Y,1,1,PA,4,Random,27,F,13.637,57.083,NA,,,
,Trisha,IMG02340,N,2,1,PA,4,Random,27,F,NA,NA,892.511,,,
,Trisha,IMG02341,Y,2,1,PA,4,Random,27,F,12.485,53.215,NA,,,
,Trisha,IMG02342,N,3,1,PA,4,Random,27,F,NA,NA,869.749,,,
,Trisha,IMG02343,Y,3,1,PA,4,Random,27,F,14.027,51.079,NA,,,
,Trisha,IMG06110,N,4,1,PA,4,Random,27,F,NA,NA,932.341,,,
,Trisha,IMG06111,Y,4,1,PA,4,Random,27,F,12.077,53.251,NA,,,
,Trisha,IMG06112,N,5,1,PA,4,Random,27,F,NA,NA,1067.538,,,
,Trisha,IMG06113,Y,5,1,PA,4,Random,27,F,11.665,52.212,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02392,N,1,1,PA,4,Random,29,F,NA,NA,881.379,,,
,Trisha,IMG02393,Y,1,1,PA,4,Random,29,F,11.829,52.3355,NA,,,
,Trisha,IMG02394,N,2,1,PA,4,Random,29,F,NA,NA,979.711,,,
,Trisha,IMG02395,Y,2,1,PA,4,Random,29,F,11.855,52.441,NA,,,
,Trisha,IMG02396,N,3,1,PA,4,Random,29,F,NA,NA,869.108,,,
,Trisha,IMG02397,Y,3,1,PA,4,Random,29,F,12.452,53.144,NA,,,
,,IMG06146,N,4,1,PA,4,Random,29,F,NA,NA,956.156,,,
,,IMG06147,Y,4,1,PA,4,Random,29,F,12.491,53.056,NA,,,
,,IMG06148,N,5,1,PA,4,Random,29,F,NA,NA,874.114,,,
,,IMG06149,Y,5,1,PA,4,Random,29,F,12.162,49.237,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02446,N,1,1,PA,4,Random,31,F,NA,NA,773.277,,,
,Trisha,IMG02447,Y,1,1,PA,4,Random,31,F,10.968,47.949,NA,,,
,Trisha,IMG02448,N,2,1,PA,4,Random,31,F,NA,NA,752.2,,,
,Trisha,IMG02449,Y,2,1,PA,4,Random,31,F,11.533,49.006,NA,,,
,Trisha,IMG02450,N,3,1,PA,4,Random,31,F,NA,NA,648.362,,,
,Trisha,IMG02451,Y,3,1,PA,4,Random,31,F,10.642,49.82,NA,,,
,Trisha,IMG06182,N,4,1,PA,4,Random,31,F,NA,NA,882.862,,,
,Trisha,IMG06183,Y,4,1,PA,4,Random,31,F,11.987,46.705,NA,,,
,Trisha,IMG06184,N,5,1,PA,4,Random,31,F,NA,NA,662.238,,,
,Trisha,IMG06185,Y,5,1,PA,4,Random,31,F,11.41,48.358,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02236,N,1,2,PA,4,Random,23,F,NA,NA,1075.419,,,
,Trisha,IMG02237,Y,1,2,PA,4,Random,23,F,13.244,57.55,NA,,,
,Trisha,IMG02238,N,2,2,PA,4,Random,23,F,NA,NA,1032.239,,,
,Trisha,IMG02239,Y,2,2,PA,4,Random,23,F,12.952,57.469,NA,,,
,Trisha,IMG02240,N,3,2,PA,4,Random,23,F,NA,NA,953.357,,,
,Trisha (10/20 end),IMG02241,Y,3,2,PA,4,Random,23,F,13.16,53.397,NA,,,
,Trisha,IMG06042,N,4,2,PA,4,Random,23,F,NA,NA,1025.44,,,
,Trisha,IMG06043,Y,4,2,PA,4,Random,23,F,12.933,54.246,NA,,,
,Trisha,IMG06044,N,5,2,PA,4,Random,23,F,NA,NA,1022.978,,,
,Trisha,IMG06045,Y,5,2,PA,4,Random,23,F,12.56,54.077,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02290,N,1,2,PA,4,Random,25,F,NA,NA,908.934,,,
,Trisha,IMG02291,Y,1,2,PA,4,Random,25,F,11.616,52.027,NA,,,
,Trisha,IMG02292,N,2,2,PA,4,Random,25,F,NA,NA,939.123,,,
,Trisha,IMG02293,Y,2,2,PA,4,Random,25,F,12.355,52.611,NA,,,
,Trisha,IMG02294,N,3,2,PA,4,Random,25,F,NA,NA,949.517,,,
,Trisha,IMG02295,Y,3,2,PA,4,Random,25,F,12.217,54.382,NA,,,
,Trisha,IMG06078,N,4,2,PA,4,Random,25,F,NA,NA,1213.126,,,
,Trisha,IMG06079,Y,4,2,PA,4,Random,25,F,10.907,53.842,NA,,,
,Trisha,IMG06080,N,5,2,PA,4,Random,25,F,NA,NA,1120.155,,,
,Trisha,IMG06081,Y,5,2,PA,4,Random,25,F,12.909,54.228,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02344,N,1,2,PA,4,Random,27,F,NA,NA,880.497,,,
,Trisha,IMG02345,Y,1,2,PA,4,Random,27,F,11.472,51.1,NA,,,
,Trisha,IMG02346,N,2,2,PA,4,Random,27,F,NA,NA,943.146,,,
,Trisha,IMG02347,Y,2,2,PA,4,Random,27,F,11.298,52.401,NA,,,
,Trisha,IMG02348,N,3,2,PA,4,Random,27,F,NA,NA,823.753,,,
,Trisha,IMG02349,Y,3,2,PA,4,Random,27,F,11.741,48.689,NA,,,
,Trisha,IMG06114,N,4,2,PA,4,Random,27,F,NA,NA,971.875,,,
,Trisha,IMG06115,Y,4,2,PA,4,Random,27,F,12.097,52.8,NA,,,
,Trisha,IMG06116,N,5,2,PA,4,Random,27,F,NA,NA,1011.921,,,
,Trisha,IMG06117,Y,5,2,PA,4,Random,27,F,12.355,51.638,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02398,N,1,2,PA,4,Random,29,F,NA,NA,832.841,,,
,Trisha,IMG02399,Y,1,2,PA,4,Random,29,F,11.945,51.041,NA,,,
,Trisha,IMG02400,N,2,2,PA,4,Random,29,F,NA,NA,819.938,,,
,Trisha,IMG02401,Y,2,2,PA,4,Random,29,F,10.585,53.478,NA,,,
,Trisha,IMG02402,N,3,2,PA,4,Random,29,F,NA,NA,904.999,,,
,Trisha,IMG02403,Y,3,2,PA,4,Random,29,F,11.556,50.717,NA,,,
,Trisha,IMG06150,N,4,2,PA,4,Random,29,F,NA,NA,925.677,,,
,Trisha,IMG06151,Y,4,2,PA,4,Random,29,F,12.397,50.082,NA,,,
,Trisha,IMG06152,N,5,2,PA,4,Random,29,F,NA,NA,833.084,,,
,Trisha,IMG06153,Y,5,2,PA,4,Random,29,F,13.043,50.624,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02452,N,1,2,PA,4,Random,31,F,NA,NA,930.215,,,
,Trisha,IMG02453,Y,1,2,PA,4,Random,31,F,12.107,49.461,NA,,,
,Trisha,IMG02454,N,2,2,PA,4,Random,31,F,NA,NA,923.094,,,
,Trisha,IMG02455,Y,2,2,PA,4,Random,31,F,11.352,51.364,NA,,,
,Trisha,IMG02456,N,3,2,PA,4,Random,31,F,NA,NA,797.818,,,
,Trisha,IMG02457,Y,3,2,PA,4,Random,31,F,11.268,48.521,NA,,,
,Trisha,IMG06186,N,4,2,PA,4,Random,31,F,NA,NA,780.057,,,
,Trisha,IMG06187,Y,4,2,PA,4,Random,31,F,11.946,45.052,NA,,,
,Trisha,IMG06188,N,5,2,PA,4,Random,31,F,NA,NA,867.575,,,
,Trisha,IMG06189,Y,5,2,PA,4,Random,31,F,11.756,46.406,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02242,N,1,3,PA,4,Random,23,F,NA,NA,922.754,,,
,Trisha,IMG02243,Y,1,3,PA,4,Random,23,F,12.857,55.139,NA,,,
,Trisha,IMG02244,N,2,3,PA,4,Random,23,F,NA,NA,976.013,,,
,Trisha,IMG02245,Y,2,3,PA,4,Random,23,F,12.624,57.965,NA,,,
,Trisha,IMG02246,N,3,3,PA,4,Random,23,F,NA,NA,1047.221,,,
,Trisha,IMG02247,Y,3,3,PA,4,Random,23,F,12.296,58.145,NA,,,
,Trisha,IMG06046,N,4,3,PA,4,Random,23,F,NA,NA,1090.04,,,
,Trisha,IMG06047,Y,4,3,PA,4,Random,23,F,12.95,53.738,NA,,,
,Trisha,IMG06048,N,5,3,PA,4,Random,23,F,NA,NA,1058.213,,,
,Trisha,IMG06049,Y,5,3,PA,4,Random,23,F,13.312,56.331,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02296,N,1,3,PA,4,Random,25,F,NA,NA,1055.46,,,
,Trisha,IMG02297,Y,1,3,PA,4,Random,25,F,12.566,56.023,NA,,,
,Trisha,IMG02298,N,2,3,PA,4,Random,25,F,NA,NA,1050.859,,,
,Trisha,IMG02299,Y,2,3,PA,4,Random,25,F,12.7,54.413,NA,,,
,Trisha,IMG02300,N,3,3,PA,4,Random,25,F,NA,NA,1141.844,,,
,Trisha,IMG02301,Y,3,3,PA,4,Random,25,F,12.36,52.124,NA,,,
,Trisha,IMG06082,N,4,3,PA,4,Random,25,F,NA,NA,1016.569,,,
,Trisha,IMG06083,Y,4,3,PA,4,Random,25,F,11.494,51.563,NA,,,
,Trisha,IMG06084,N,5,3,PA,4,Random,25,F,NA,NA,1071.324,,,
,Trisha,IMG06085,Y,5,3,PA,4,Random,25,F,12.515,52.625,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02350,N,1,3,PA,4,Random,27,F,NA,NA,897.605,,,
,Trisha,IMG02351,Y,1,3,PA,4,Random,27,F,12.78,51.595,NA,,,
,Trisha (11/10 start),IMG02352,N,2,3,PA,4,Random,27,F,NA,NA,955.032,,,
,Trisha,IMG02353,Y,2,3,PA,4,Random,27,F,11.683,51.699,NA,,,
,Trisha,IMG02354,N,3,3,PA,4,Random,27,F,NA,NA,984.352,,,
,Trisha,IMG02355,Y,3,3,PA,4,Random,27,F,8.81,52.954,NA,,,
,Trisha,IMG06118,N,4,3,PA,4,Random,27,F,NA,NA,1081.598,,,
,Trisha,IMG06119,Y,4,3,PA,4,Random,27,F,13.321,52.112,NA,,,
,Trisha,IMG06120,N,5,3,PA,4,Random,27,F,NA,NA,1069.895,,,
,Trisha,IMG06121,Y,5,3,PA,4,Random,27,F,11.662,46.852,NA,,,
,,,,,,,,,,,,,,,,
,Trisha,IMG02404,N,1,3,PA,4,Random,29,F,NA,NA,892.058,,,
,Trisha,IMG02405,Y,1,3,PA,4,Random,29,F,11.636,50.872,NA,,,
,Trisha,IMG02406,N,2,3,PA,4,Random,29,F,NA,NA,930.561,,,
,Trisha,IMG02407,Y,2,3,PA,4,Random,29,F,12.556,51.286,NA,,,
,Trisha,IMG02408,N,3,3,PA,4,Random,29,F,NA,NA,856.066,,,
,Trisha,IMG02409,Y,3,3,PA,4,Random,29,F,11.539,48.494,NA,,,
,Trisha,IMG06154,N,4,3,PA,4,Random,29,F,NA,NA,801.406,,,
,Trisha,IMG06155,Y,4,3,PA,4,Random,29,F,12.989,53.321,NA,,,
,Trisha,IMG06156,N,5,3,PA,4,Random,29,F,NA,NA,819.341,,,
,Trisha,IMG06157,Y,5,3,PA,4,Random,29,F,12.182,49.998,NA,,,
